dependency_url,name,description,category,primary_function,integration_patterns,performance_characteristics,languages,reputation_score,popularity_score
https://github.com/alanshaw/it-reader,it-reader,📖 Read an exact number of bytes from a binary (async) iterable,web_library,Read an exact number of bytes from a binary async iterable,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2.0, Commits: 0.0",TypeScript,8,1
https://github.com/dashed/shallowequal,shallowequal,↔️ Like lodash v3.x isEqualWith but for shallow equal.,web_library,Like lodash v3.x isEqualWith but for shallow equal.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 171.0, Commits: 0.0",JavaScript,3,10
https://github.com/moll/json-stringify-safe,json-stringify-safe,"Like JSON.stringify, but doesn't throw on circular references",web_library,Like JSON.stringify but doesn t throw on circular references,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 552.0, Commits: 0.0","Makefile, JavaScript",10,10
https://github.com/d3/d3-polygon,d3-polygon,Geometric operations for two-dimensional polygons.,web_library,Geometric operations for two-dimensional polygons.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 97.0, Commits: 0.0",JavaScript,12,10
https://github.com/niksy/isomorphic-timers-promises,isomorphic-timers-promises,`timers/promises` for client and server.,development_tool,timers promises for client and server.,ES6 module imports,"Activity: 0%, Stars: 18.0, Commits: 0.0",JavaScript,5,2
https://github.com/wooorm/html-void-elements,html-void-elements,List of known void HTML elements,web_library,List of known void HTML elements,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 28.0, Commits: 0.0",JavaScript,12,3
https://github.com/fastify/fastify-swagger,fastify-swagger,Swagger documentation generator for Fastify,documentation,Swagger documentation generator for Fastify,ES6 module imports,"Activity: 0%, Stars: 975.0, Commits: 23.0","JavaScript, TypeScript",9,10
https://github.com/sindresorhus/is-obj,is-obj,Check if a value is an object,web_library,Check if a value is an object,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 40.0, Commits: 0.0","JavaScript, TypeScript",13,4
https://github.com/chainsafe/node-prometheus-gc-stats,node-prometheus-gc-stats,Report Garbage Collection stats using Prometheus,client,Report Garbage Collection stats using Prometheus,ES6 module imports,"Activity: 0%, Stars: 0.0, Commits: 0.0",TypeScript,5,0
https://github.com/wooorm/trim-lines,trim-lines,Remove spaces and tabs around line-breaks,web_library,Remove spaces and tabs around line-breaks,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 51.0, Commits: 0.0",JavaScript,12,6
https://github.com/gulpjs/rechoir,rechoir,Prepare a node environment to require files with different extensions.,client,Prepare a node environment to require files with different extensions.,ES6 module imports,"Activity: 0%, Stars: 48.0, Commits: 0.0",JavaScript,11,5
https://github.com/sindresorhus/is-path-cwd,is-path-cwd,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/malept/sumchecker,sumchecker,Checksum checker for Node.js,client,Checksum checker for Node.js,ES6 module imports,"Activity: 0%, Stars: 12.0, Commits: 0.0","TypeScript, Shell",1,2
https://github.com/szmarczak/http2-wrapper,http2-wrapper,Use HTTP/2 the same way like HTTP/1,mobile_app,Use HTTP 2 the same way like HTTP 1,ES6 module imports,"Activity: 0%, Stars: 242.0, Commits: 0.0","JavaScript, TypeScript",12,10
https://github.com/mathiasbynens/regenerate-unicode-properties,regenerate-unicode-properties,A collection of Regenerate sets for Unicode various properties.,web_library,A collection of Regenerate sets for Unicode various properties.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 18.0, Commits: 1.0",JavaScript,6,2
https://github.com/mrmlnc/fast-glob,fast-glob,:rocket: It's a very fast and efficient glob library for Node.js,client,rocket It s a very fast and efficient glob library for Node.js,ES6 module imports,"Activity: 0%, Stars: 2620.0, Commits: 10.0","TypeScript, JavaScript",9,10
https://github.com/npm/npm-pick-manifest,npm-pick-manifest,Standard manifest picker/semver resolver for npm,web_library,Standard manifest picker semver resolver for npm,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 5.0, Commits: 5.0",JavaScript,9,1
https://github.com/fabiospampinato/khroma,khroma,"A collection of functions for manipulating CSS colors, inspired by SASS.",web_library,A collection of functions for manipulating CSS colors inspired by SASS.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 39.0, Commits: 0.0","TypeScript, JavaScript",3,4
https://github.com/wooorm/parse-entities,parse-entities,Parse HTML character references,web_library,Parse HTML character references,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 49.0, Commits: 2.0",JavaScript,11,5
https://github.com/timoxley/wcwidth,wcwidth,Port of C's wcwidth() and wcswidth(),web_library,Port of C s wcwidth and wcswidth,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 53.0, Commits: 0.0",JavaScript,4,6
https://github.com/antonk52/lilconfig,lilconfig,Zero-dependency nodejs config seeker.,client,Zero-dependency nodejs config seeker.,ES6 module imports,"Activity: 0%, Stars: 159.0, Commits: 6.0","TypeScript, JavaScript, CoffeeScript",8,10
https://github.com/d3/d3-chord,d3-chord,Visualizations relationships or network flow with a circular layout.,infrastructure,Visualizations relationships or network flow with a circular layout.,ES6 module imports,"Activity: 0%, Stars: 124.0, Commits: 0.0",JavaScript,12,10
https://github.com/faye/faye-websocket-node,faye-websocket-node,Standards-compliant WebSocket client and server,development_tool,Standards-compliant WebSocket client and server,ES6 module imports,"Activity: 0%, Stars: 609.0, Commits: 0.0",JavaScript,6,10
https://github.com/csstree/csstree,csstree,"A tool set for CSS including fast detailed parser, walker, generator and lexer based on W3C specs and browser implementations",development_tool,A tool set for CSS including fast detailed parser walker generator and lexer based on,ES6 module imports,"Activity: 0%, Stars: 1953.0, Commits: 16.0","JavaScript, CSS, HTML",9,10
https://github.com/d3/d3-hierarchy,d3-hierarchy,2D layout algorithms for visualizing hierarchical data.,web_library,2D layout algorithms for visualizing hierarchical data.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 1160.0, Commits: 0.0",JavaScript,12,10
https://github.com/npm/fs,fs,"filesystem helper functions, wrappers, and promisification for the npm cli",development_tool,filesystem helper functions wrappers and promisification for the npm cli,ES6 module imports,"Activity: 0%, Stars: 26.0, Commits: 6.0",JavaScript,9,3
https://github.com/webpack-contrib/file-loader,file-loader,File Loader,web_library,File Loader,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 1864.0, Commits: 0.0",JavaScript,9,10
https://github.com/richienb/char-regex,char-regex,"A regex to match any full character, considering weird character ranges.",web_library,A regex to match any full character considering weird character ranges.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 27.0, Commits: 1.0","JavaScript, TypeScript",7,3
https://github.com/bnjmnt4n/regjsgen,regjsgen,Generate regular expressions from regjsparser’s AST.,web_library,Generate regular expressions from regjsparser s AST.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 33.0, Commits: 0.0","JavaScript, Nix, Shell",3,4
https://github.com/web3/web3.js,web3.js,Collection of comprehensive TypeScript libraries for Interaction with the Ethereum JSON RPC API and utility functions.,web3_library,Collection of comprehensive TypeScript libraries for Interaction with the Ethereum JSON RPC API and utility,Web3 provider integration; ES6 module imports,"Activity: 0%, Stars: 19635.0, Commits: 110.0","JavaScript, TypeScript, Shell, Solidity, HTML",9,10
https://github.com/winstonjs/logform,logform,An mutable object format designed for chaining & objectMode streams,web_library,An mutable object format designed for chaining objectMode streams,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 261.0, Commits: 4.0",JavaScript,8,10
https://github.com/sindresorhus/markdown-extensions,markdown-extensions,List of Markdown file extensions,web_library,List of Markdown file extensions,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 20.0, Commits: 0.0","JavaScript, TypeScript",13,2
https://github.com/sindresorhus/detect-indent,detect-indent,Detect the indentation of code,web_library,Detect the indentation of code,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 196.0, Commits: 0.0","JavaScript, CSS, TypeScript",12,10
https://github.com/npm/move-file,move-file,Move a file across devices with support for all node 10 versions (fork of https://github.com/sindresorhus/move-file),client,Move a file across devices with support for all node 10 versions fork of https,ES6 module imports,"Activity: 0%, Stars: 0.0, Commits: 0.0",JavaScript,9,0
https://github.com/wooorm/is-alphabetical,is-alphabetical,Check if a character is alphabetical,web_library,Check if a character is alphabetical,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 4.0, Commits: 0.0",JavaScript,12,1
https://github.com/chalker/safer-buffer,safer-buffer,Modern Buffer API polyfill without footguns,api_service,Modern Buffer API polyfill without footguns,REST/GraphQL API integration; ES6 module imports,"Activity: 0%, Stars: 26.0, Commits: 0.0",JavaScript,4,3
https://github.com/mcollina/on-exit-leak-free,on-exit-leak-free,"Execute a function on exit without leaking memory, allowing all objects to be garbage collected",web_library,Execute a function on exit without leaking memory allowing all objects to be garbage collected,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 145.0, Commits: 0.0",JavaScript,10,10
https://github.com/jviereck/regjsparser,regjsparser,Parsing the JavaScript's RegExp in JavaScript.,web_library,Parsing the JavaScript s RegExp in JavaScript.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 81.0, Commits: 12.0","JavaScript, HTML, TypeScript",10,9
https://github.com/euank/node-parse-numeric-range,node-parse-numeric-range,"Parses expressions like 1-10,20-30. Returns an energetic array.",client,Parses expressions like 1-10 20-30. Returns an energetic array.,ES6 module imports,"Activity: 0%, Stars: 25.0, Commits: 0.0",JavaScript,5,3
https://github.com/jshttp/mime-types,mime-types,The ultimate javascript content-type utility.,utility_library,The ultimate javascript content-type utility.,ES6 module imports,"Activity: 0%, Stars: 1360.0, Commits: 5.0",JavaScript,9,10
https://github.com/feross/run-parallel-limit,run-parallel-limit,"Run an array of functions in parallel, but limit the number of tasks executing at the same time",web_library,Run an array of functions in parallel but limit the number of tasks executing at,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 76.0, Commits: 0.0",JavaScript,7,8
https://github.com/creationix/http-parser-js,http-parser-js,A pure JS HTTP parser for node.,client,A pure JS HTTP parser for node.,ES6 module imports,"Activity: 0%, Stars: 243.0, Commits: 1.0","JavaScript, Python",3,10
https://github.com/ladjs/supertest,supertest,"🕷 Super-agent driven library for testing node.js HTTP servers using a fluent API.   Maintained for @forwardemail, @ladjs, @spamscanner, @breejs, @cabinjs, and @lassjs.",development_tool,Super-agent driven library for testing node.js HTTP servers using a fluent API. Maintained for forwardemail,ES6 module imports,"Activity: 0%, Stars: 13916.0, Commits: 2.0",JavaScript,5,10
https://github.com/remarkjs/remark-rehype,remark-rehype,plugin that turns markdown into HTML to support rehype,web_library,plugin that turns markdown into HTML to support rehype,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 282.0, Commits: 1.0",JavaScript,10,10
https://github.com/d3/d3-shape,d3-shape,"Graphical primitives for visualization, such as lines and areas.",web_library,Graphical primitives for visualization such as lines and areas.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2484.0, Commits: 0.0",JavaScript,12,10
https://github.com/rich-harris/periscopic,periscopic,Utility for analyzing scopes belonging to an ESTree-compliant AST,utility_library,Utility for analyzing scopes belonging to an ESTree-compliant AST,ES6 module imports,"Activity: 0%, Stars: 96.0, Commits: 0.0",JavaScript,13,10
https://github.com/rob--w/proxy-from-env,proxy-from-env,"A Node.js library to get the proxy URL for a given URL based on standard environment variables (http_proxy, no_proxy, ...).",client,A Node.js library to get the proxy URL for a given URL based on standard,ES6 module imports,"Activity: 0%, Stars: 55.0, Commits: 1.0",JavaScript,7,6
https://github.com/browserify/hash-base,hash-base,abstract base class for hash-streams,web_library,abstract base class for hash-streams,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 11.0, Commits: 3.0",JavaScript,10,2
https://github.com/rstacruz/nprogress,nprogress,"For slim progress bars like on YouTube, Medium, etc",web_library,For slim progress bars like on YouTube Medium etc,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 26250.0, Commits: 0.0","HTML, CSS, JavaScript",10,10
https://github.com/litomore/is-yarn-global,is-yarn-global,Check if installed by yarn globally without any `fs` calls,web_library,Check if installed by yarn globally without any fs calls,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 5.0, Commits: 0.0",TypeScript,10,1
https://github.com/yunusga/postcss-sort-media-queries,postcss-sort-media-queries,PostCSS plugin for sorting and combining CSS media queries with mobile-first / desktop-first methodologies.,mobile_app,PostCSS plugin for sorting and combining CSS media queries with mobile-first desktop-first methodologies.,ES6 module imports,"Activity: 0%, Stars: 147.0, Commits: 1.0",JavaScript,1,10
https://github.com/browserify/timers-browserify,timers-browserify,timers module for browserify,web_library,timers module for browserify,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 24.0, Commits: 0.0","Shell, HTML, JavaScript",10,3
https://github.com/holepunchto/b4a,b4a,Bridging the gap between buffers and typed arrays,web_library,Bridging the gap between buffers and typed arrays,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 44.0, Commits: 3.0",JavaScript,7,5
https://github.com/jshttp/content-type,content-type,Create and parse HTTP Content-Type header,web_library,Create and parse HTTP Content-Type header,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 134.0, Commits: 2.0",JavaScript,10,10
https://github.com/sindresorhus/cli-cursor,cli-cursor,Toggle the CLI cursor,development_tool,Toggle the CLI cursor,ES6 module imports,"Activity: 0%, Stars: 106.0, Commits: 1.0",JavaScript,13,10
https://github.com/achingbrain/uint8-varint,uint8-varint,Read/write varints from Uint8Arrays and Uint8ArrayLists,web_library,Read write varints from Uint8Arrays and Uint8ArrayLists,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2.0, Commits: 0.0","TypeScript, JavaScript",9,1
https://github.com/jshttp/on-finished,on-finished,"Execute a callback when a request closes, finishes, or errors",web_library,Execute a callback when a request closes finishes or errors,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 398.0, Commits: 1.0",JavaScript,9,10
https://github.com/sindresorhus/is-binary-path,is-binary-path,Check if a file path is a binary file,web_library,Check if a file path is a binary file,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 44.0, Commits: 1.0",JavaScript,13,5
https://github.com/gregberge/svgr,svgr,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/brooooooklyn/snappy,snappy,Fastest Snappy compression library in Node.js,client,Fastest Snappy compression library in Node.js,ES6 module imports,"Activity: 0%, Stars: 154.0, Commits: 4.0","Shell, TypeScript, Rust, JavaScript",10,10
https://github.com/syntax-tree/unist-util-is,unist-util-is,utility to check if a node passes a test,client,utility to check if a node passes a test,ES6 module imports,"Activity: 0%, Stars: 39.0, Commits: 1.0","JavaScript, TypeScript",10,4
https://github.com/lukeed/uvu,uvu,uvu is an extremely fast and lightweight test runner for Node.js and the browser,client,uvu is an extremely fast and lightweight test runner for Node.js and the browser,ES6 module imports,"Activity: 0%, Stars: 2980.0, Commits: 0.0",JavaScript,9,10
https://github.com/syntax-tree/unist-util-visit,unist-util-visit,utility to visit nodes,client,utility to visit nodes,ES6 module imports,"Activity: 0%, Stars: 290.0, Commits: 1.0","JavaScript, TypeScript",10,10
https://github.com/http-party/node-http-proxy,node-http-proxy,A full-featured http proxy for node.js,client,A full-featured http proxy for node.js,ES6 module imports,"Activity: 0%, Stars: 14028.0, Commits: 0.0",JavaScript,3,10
https://github.com/sindresorhus/load-json-file,load-json-file,Read and parse a JSON file,web_library,Read and parse a JSON file,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 245.0, Commits: 0.0","JavaScript, TypeScript",13,10
https://github.com/isaacs/chownr,chownr,Like `chown -R`,web_library,Like chown -R,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 31.0, Commits: 2.0","JavaScript, TypeScript",11,4
https://github.com/fastify/busboy,busboy,A streaming parser for HTML form data for node.js,client,A streaming parser for HTML form data for node.js,ES6 module imports,"Activity: 0%, Stars: 97.0, Commits: 15.0","JavaScript, TypeScript, Batchfile",9,10
https://github.com/mafintosh/pump,pump,pipe streams together and close all of them if one of them closes,web_library,pipe streams together and close all of them if one of them closes,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 911.0, Commits: 3.0",JavaScript,8,10
https://github.com/isaacs/proto-list,proto-list,A list of objects bound by prototype chain,web_library,A list of objects bound by prototype chain,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 20.0, Commits: 0.0",JavaScript,11,2
https://github.com/jshttp/fresh,fresh,HTTP request freshness testing,development_tool,HTTP request freshness testing,ES6 module imports,"Activity: 0%, Stars: 160.0, Commits: 2.0",JavaScript,9,10
https://github.com/archiverjs/node-zip-stream,node-zip-stream,a streaming zip archive generator,client,a streaming zip archive generator,ES6 module imports,"Activity: 0%, Stars: 159.0, Commits: 3.0",JavaScript,6,10
https://github.com/tootallnate/file-uri-to-path,file-uri-to-path,Convert a `file:` URI to a file path,web_library,Convert a file URI to a file path,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 28.0, Commits: 0.0","JavaScript, TypeScript",9,3
https://github.com/sboudrias/run-async,run-async,Utility method to run function either synchronously or asynchronously using the common `this.async()` style.,utility_library,Utility method to run function either synchronously or asynchronously using the common this.async style.,ES6 module imports,"Activity: 0%, Stars: 23.0, Commits: 1.0",JavaScript,9,3
https://github.com/tinylibs/tinyspy,tinyspy,"🕵🏻‍♂️ minimal fork of nanospy, with more features ",web_library,minimal fork of nanospy with more features,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 582.0, Commits: 5.0","TypeScript, Shell",9,10
https://github.com/ljharb/side-channel,side-channel,Store information about any JS value in a side channel. Uses WeakMap if available.,web_library,Store information about any JS value in a side channel. Uses WeakMap if available.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 16.0, Commits: 4.0",JavaScript,13,2
https://github.com/webdriverio-community/node-geckodriver,node-geckodriver,Mozilla's Geckodriver for Node.js,client,Mozilla s Geckodriver for Node.js,ES6 module imports,"Activity: 0%, Stars: 45.0, Commits: 16.0","JavaScript, TypeScript",9,5
https://github.com/es-shims/string.prototype.trimstart,string.prototype.trimstart,ES2019 spec-compliant String.prototype.trimStart shim,web_library,ES2019 spec-compliant String.prototype.trimStart shim,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 4.0, Commits: 1.0",JavaScript,13,1
https://github.com/inspect-js/is-symbol,is-symbol,Is this an ES6 Symbol value?,web_library,Is this an ES6 Symbol value,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 19.0, Commits: 2.0",JavaScript,13,2
https://github.com/jshttp/media-typer,media-typer,Simple RFC 6838 media type parser and formatter,web_library,Simple RFC 6838 media type parser and formatter,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 55.0, Commits: 2.0",JavaScript,9,6
https://github.com/open-draft/deferred-promise,deferred-promise,A Promise+ compatible abstraction that defers resolving/rejecting promises to another closure.,web_library,A Promise compatible abstraction that defers resolving rejecting promises to another closure.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 77.0, Commits: 0.0","JavaScript, TypeScript",11,8
https://github.com/bterlson/strict-event-emitter-types,strict-event-emitter-types,A type-only library for strongly typing any event emitter,web_library,A type-only library for strongly typing any event emitter,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 273.0, Commits: 0.0",TypeScript,4,10
https://github.com/browserify/publicencrypt,publicencrypt,publicEncrypt/privateDecrypt for browserify,web_library,publicEncrypt privateDecrypt for browserify,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 29.0, Commits: 0.0",JavaScript,10,3
https://github.com/node-modules/agentkeepalive,agentkeepalive,Support keepalive http agent.,web_library,Support keepalive http agent.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 587.0, Commits: 1.0","JavaScript, Shell",8,10
https://github.com/jsdom/cssstyle,cssstyle,A Node.js implementation of the CSS Object Model CSSStyleDeclaration interface,client,A Node.js implementation of the CSS Object Model CSSStyleDeclaration interface,ES6 module imports,"Activity: 0%, Stars: 110.0, Commits: 3.0",JavaScript,9,10
https://github.com/microsoft/tsdoc,tsdoc,A doc comment standard for TypeScript,web_library,A doc comment standard for TypeScript,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 4799.0, Commits: 6.0","TypeScript, JavaScript, CSS, Shell, Handlebars",7,10
https://github.com/d3/d3-array,d3-array,"Array manipulation, ordering, searching, summarizing, etc.",web_library,Array manipulation ordering searching summarizing etc.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 455.0, Commits: 0.0",JavaScript,12,10
https://github.com/slorber/static-site-generator-webpack-plugin,static-site-generator-webpack-plugin,"Minimal, unopinionated static site generator powered by webpack",web_library,Minimal unopinionated static site generator powered by webpack,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 1.0, Commits: 0.0","JavaScript, EJS",12,1
https://github.com/sindresorhus/open,open,"Open stuff like URLs, files, executables. Cross-platform.",web_library,Open stuff like URLs files executables. Cross-platform.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 3241.0, Commits: 1.0","JavaScript, TypeScript",13,10
https://github.com/indigounited/js-err-code,js-err-code,Create error instances with a code,web_library,Create error instances with a code,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 19.0, Commits: 0.0",JavaScript,7,2
https://github.com/browserify/browserify-sign,browserify-sign,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/shirshak55/edge-paths,edge-paths,Possible paths or binary names of Edge in the current platform,web_library,Possible paths or binary names of Edge in the current platform,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 11.0, Commits: 0.0","JavaScript, TypeScript, Shell",7,2
https://github.com/holepunchto/bare-path,bare-path,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/hapijs/topo,topo,Topological sorting with grouping support,web_library,Topological sorting with grouping support,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 108.0, Commits: 1.0","JavaScript, TypeScript",10,10
https://github.com/syntax-tree/estree-util-attach-comments,estree-util-attach-comments,utility to attach comments to estree nodes,client,utility to attach comments to estree nodes,ES6 module imports,"Activity: 0%, Stars: 7.0, Commits: 0.0",JavaScript,10,1
https://github.com/inspect-js/is-array-buffer,is-array-buffer,"Is this value a JS ArrayBuffer? This module works cross-realm/iframe, does not depend on `instanceof` or mutable properties, and despite ES6 Symbol.toStringTag.",web_library,Is this value a JS ArrayBuffer This module works cross-realm iframe does not depend on,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 13.0, Commits: 3.0",JavaScript,12,2
https://github.com/typestrong/ts-node,ts-node,TypeScript execution and REPL for node.js,client,TypeScript execution and REPL for node.js,ES6 module imports,"Activity: 0%, Stars: 12976.0, Commits: 0.0","JavaScript, TypeScript, CSS, HTML, Shell",8,10
https://github.com/istanbuljs/schema,schema,Schemas describing various structures used by nyc and istanbuljs,web_library,Schemas describing various structures used by nyc and istanbuljs,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 1.0, Commits: 0.0",JavaScript,8,1
https://github.com/zhipeng-jia/snappyjs,snappyjs,JavaScript implementation of Google's Snappy compression library,mobile_app,JavaScript implementation of Google s Snappy compression library,ES6 module imports,"Activity: 0%, Stars: 154.0, Commits: 0.0",JavaScript,0,10
https://github.com/tinylibs/tinypool,tinypool,🧵 A minimal and tiny Node.js Worker Thread Pool implementation (38KB),client,A minimal and tiny Node.js Worker Thread Pool implementation 38KB,ES6 module imports,"Activity: 0%, Stars: 1371.0, Commits: 15.0","TypeScript, JavaScript",9,10
https://github.com/evanw/node-source-map-support,node-source-map-support,Adds source map support to node.js (for stack traces),client,Adds source map support to node.js for stack traces,ES6 module imports,"Activity: 0%, Stars: 2170.0, Commits: 0.0","HTML, CoffeeScript, JavaScript",10,10
https://github.com/standard-things/esm,esm,Tomorrow's ECMAScript modules today!,web_library,Tomorrow s ECMAScript modules today,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 5273.0, Commits: 1.0","JavaScript, CoffeeScript, TypeScript, WebAssembly",6,10
https://github.com/npm/mute-stream,mute-stream,"Bytes go in, but they don't come out (when muted). ",web_library,Bytes go in but they don t come out when muted .,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 53.0, Commits: 6.0",JavaScript,9,6
https://github.com/hapijs/pinpoint,pinpoint,Return the filename and line number of the calling function,web_library,Return the filename and line number of the calling function,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 6.0, Commits: 0.0","JavaScript, TypeScript",10,1
https://github.com/mathiasbynens/unicode-match-property-value-ecmascript,unicode-match-property-value-ecmascript,Match a Unicode property or property alias to its canonical property name per the algorithm used for RegExp Unicode property escapes in ECMAScript.,web_library,Match a Unicode property or property alias to its canonical property name per the algorithm,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 6.0, Commits: 1.0",JavaScript,6,1
https://github.com/mishoo/uglifyjs,uglifyjs, JavaScript parser / mangler / compressor / beautifier toolkit,development_tool,JavaScript parser mangler compressor beautifier toolkit,ES6 module imports,"Activity: 0%, Stars: 13263.0, Commits: 46.0","JavaScript, HTML, Shell",11,10
https://github.com/damonoehlman/wildcard,wildcard,"Dirt Simple Wildcard Matching (for Strings, Arrays and Objects)",web_library,Dirt Simple Wildcard Matching for Strings Arrays and Objects,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 37.0, Commits: 0.0",JavaScript,0,4
https://github.com/faye/websocket-driver-node,websocket-driver-node,WebSocket protocol handler with pluggable I/O,client,WebSocket protocol handler with pluggable I O,ES6 module imports,"Activity: 0%, Stars: 108.0, Commits: 0.0",JavaScript,6,10
https://github.com/yaycmyk/sort-css-media-queries,sort-css-media-queries,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: 0.0, Commits: 1.0",,0,0
https://github.com/archiverjs/node-compress-commons,node-compress-commons,a library that defines a common interface for working with archive formats within node,web3_library,a library that defines a common interface for working with archive formats within node,Web3 provider integration; ES6 module imports,"Activity: 0%, Stars: 15.0, Commits: 2.0",JavaScript,6,2
https://github.com/mapbox/delaunator,delaunator,An incredibly fast JavaScript library for Delaunay triangulation of 2D points,web_library,An incredibly fast JavaScript library for Delaunay triangulation of 2D points,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 2402.0, Commits: 3.0",JavaScript,9,10
https://github.com/d3/d3-quadtree,d3-quadtree,Two-dimensional recursive spatial subdivision.,web_library,Two-dimensional recursive spatial subdivision.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 230.0, Commits: 0.0",JavaScript,12,10
https://github.com/jridgewell/set-array,set-array,,general_library,Nan development utilities,Standard library integration,"Activity: 0%, Stars: nan, Commits: nan",,0,0
https://github.com/inspect-js/is-shared-array-buffer,is-shared-array-buffer,"Is this value a JS SharedArrayBuffer? This module works cross-realm/iframe, does not depend on `instanceof` or mutable properties, and despite ES6 Symbol.toStringTag.",utility_library,Is this value a JS SharedArrayBuffer This module works cross-realm iframe does not depend on,ES6 module imports,"Activity: 0%, Stars: 3.0, Commits: 3.0",JavaScript,13,1
https://github.com/mrkmg/node-external-editor,node-external-editor,Edit a string with the users preferred text editor using $VISUAL or $EDITOR,client,Edit a string with the users preferred text editor using VISUAL or EDITOR,ES6 module imports,"Activity: 0%, Stars: 44.0, Commits: 0.0","JavaScript, TypeScript",0,5
https://github.com/volarjs/volar.js,volar.js,💙🌊,web_library,Typescript development utilities,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 1074.0, Commits: 110.0","TypeScript, JavaScript",8,10
https://github.com/d3/d3-transition,d3-transition,Animated transitions for D3 selections.,web_library,Animated transitions for D3 selections.,Frontend component integration; ES6 module imports,"Activity: 0%, Stars: 223.0, Commits: 0.0",JavaScript,12,10
